Source,Target,Type,id,label,timeset,weight
61213649618,127128043964568,Directed,14497,,,1.0
61213649618,260819157288541,Directed,14498,,,1.0
61213649618,114476891932440,Directed,14499,,,1.0
61213649618,252862098066707,Directed,14500,,,1.0
61213649618,253590865334,Directed,14501,,,1.0
61213649618,23200868598,Directed,14502,,,1.0
61213649618,343343179776,Directed,14503,,,1.0
61213649618,112836955449317,Directed,14504,,,1.0
61213649618,180256032046032,Directed,14505,,,1.0
61213649618,16491263634,Directed,14506,,,1.0
61213649618,242977235738688,Directed,14507,,,1.0
61213649618,206719826048056,Directed,14508,,,1.0
61213649618,154466377942872,Directed,14509,,,1.0
61213649618,214008825056,Directed,14510,,,1.0
61213649618,46152322794,Directed,14511,,,1.0
61213649618,123139571057628,Directed,14512,,,1.0
61213649618,138171956193710,Directed,14513,,,1.0
61213649618,51491238316,Directed,14514,,,1.0
61213649618,114325988648006,Directed,14515,,,1.0
195923199514,99158093147,Directed,14516,,,1.0
195923199514,136659463030729,Directed,14517,,,1.0
195923199514,283048951715725,Directed,14518,,,1.0
195923199514,127128043964568,Directed,14519,,,1.0
195923199514,209427839068733,Directed,14520,,,1.0
195923199514,155022607885837,Directed,14521,,,1.0
195923199514,179918703239,Directed,14522,,,1.0
195923199514,182797067691,Directed,14523,,,1.0
195923199514,23200868598,Directed,14524,,,1.0
195923199514,122295380698,Directed,14525,,,1.0
195923199514,212475157666,Directed,14526,,,1.0
195923199514,181790919058,Directed,14527,,,1.0
195923199514,193890473648,Directed,14528,,,1.0
195923199514,180933322934,Directed,14529,,,1.0
195923199514,215497433676,Directed,14530,,,1.0
195923199514,179613608069,Directed,14531,,,1.0
195923199514,183591846909,Directed,14532,,,1.0
226130625557,1494109127564970,Directed,14533,,,1.0
226130625557,34767149008,Directed,14534,,,1.0
226130625557,38086600355,Directed,14535,,,1.0
226130625557,125696091498,Directed,14536,,,1.0
924214637636430,154602281261839,Directed,14537,,,1.0
924214637636430,438478456362060,Directed,14538,,,1.0
924214637636430,246407042202698,Directed,14539,,,1.0
924214637636430,136659463030729,Directed,14540,,,1.0
924214637636430,80303969429,Directed,14541,,,1.0
924214637636430,1606633089574730,Directed,14542,,,1.0
924214637636430,193755186370,Directed,14543,,,1.0
924214637636430,449881680467,Directed,14544,,,1.0
924214637636430,99158093147,Directed,14545,,,1.0
924214637636430,428018557226429,Directed,14546,,,1.0
924214637636430,438399026184363,Directed,14547,,,1.0
924214637636430,208966514625,Directed,14548,,,1.0
924214637636430,291981867486977,Directed,14549,,,1.0
924214637636430,203999956301716,Directed,14550,,,1.0
924214637636430,226130625557,Directed,14551,,,1.0
924214637636430,135299372719,Directed,14552,,,1.0
924214637636430,165878254250,Directed,14553,,,1.0
924214637636430,201129003265118,Directed,14554,,,1.0
924214637636430,110767978989316,Directed,14555,,,1.0
924214637636430,241867085852973,Directed,14556,,,1.0
924214637636430,195923199514,Directed,14557,,,1.0
924214637636430,342344626969,Directed,14558,,,1.0
924214637636430,357631244351034,Directed,14559,,,1.0
924214637636430,153487931421927,Directed,14560,,,1.0
924214637636430,105614399471097,Directed,14561,,,1.0
924214637636430,126545974046623,Directed,14562,,,1.0
924214637636430,283048951715725,Directed,14563,,,1.0
924214637636430,112836955449317,Directed,14564,,,1.0
924214637636430,182418898478863,Directed,14565,,,1.0
924214637636430,34767149008,Directed,14566,,,1.0
924214637636430,205879976105633,Directed,14567,,,1.0
924214637636430,159411297001,Directed,14568,,,1.0
924214637636430,51491238316,Directed,14569,,,1.0
924214637636430,61213649618,Directed,14570,,,1.0
924214637636430,205095032857458,Directed,14571,,,1.0
208966514625,763905620322674,Directed,14572,,,1.0
208966514625,776124482466999,Directed,14573,,,1.0
208966514625,772596976180472,Directed,14574,,,1.0
208966514625,1042302439129553,Directed,14575,,,1.0
208966514625,715559965197491,Directed,14576,,,1.0
208966514625,113005665400371,Directed,14577,,,1.0
208966514625,456449271032302,Directed,14578,,,1.0
208966514625,1573815076234337,Directed,14579,,,1.0
208966514625,246955782052840,Directed,14580,,,1.0
208966514625,1514452732110406,Directed,14581,,,1.0
208966514625,741777452524815,Directed,14582,,,1.0
208966514625,1533949056850533,Directed,14583,,,1.0
208966514625,515877081882297,Directed,14584,,,1.0
208966514625,283048951715725,Directed,14585,,,1.0
208966514625,398657826826077,Directed,14586,,,1.0
208966514625,1426782317536655,Directed,14587,,,1.0
208966514625,478746832220869,Directed,14588,,,1.0
208966514625,112836955449317,Directed,14589,,,1.0
208966514625,110639758966172,Directed,14590,,,1.0
208966514625,425425190912249,Directed,14591,,,1.0
208966514625,1404150473144190,Directed,14592,,,1.0
208966514625,457934517637126,Directed,14593,,,1.0
208966514625,483860371695398,Directed,14594,,,1.0
208966514625,144173205613016,Directed,14595,,,1.0
208966514625,552809848127158,Directed,14596,,,1.0
208966514625,152322578117008,Directed,14597,,,1.0
208966514625,325807027553429,Directed,14598,,,1.0
208966514625,285308981483074,Directed,14599,,,1.0
208966514625,590403827684920,Directed,14600,,,1.0
208966514625,322981824394,Directed,14601,,,1.0
208966514625,281202358739183,Directed,14602,,,1.0
208966514625,140366126034883,Directed,14603,,,1.0
208966514625,175457055829249,Directed,14604,,,1.0
208966514625,638458446187265,Directed,14605,,,1.0
208966514625,141372369372364,Directed,14606,,,1.0
208966514625,34767149008,Directed,14607,,,1.0
208966514625,136659463030729,Directed,14608,,,1.0
136659463030729,647532281927341,Directed,14609,,,1.0
136659463030729,126457237386280,Directed,14610,,,1.0
136659463030729,864426833654685,Directed,14611,,,1.0
136659463030729,848488028565008,Directed,14612,,,1.0
136659463030729,159158590886384,Directed,14613,,,1.0
136659463030729,182222501810087,Directed,14614,,,1.0
136659463030729,203873636383143,Directed,14615,,,1.0
136659463030729,452423281584951,Directed,14616,,,1.0
136659463030729,16491263634,Directed,14617,,,1.0
136659463030729,180256032046032,Directed,14618,,,1.0
136659463030729,343343179776,Directed,14619,,,1.0
136659463030729,111205048906987,Directed,14620,,,1.0
136659463030729,228268697257392,Directed,14621,,,1.0
136659463030729,221461167951955,Directed,14622,,,1.0
136659463030729,150199001742246,Directed,14623,,,1.0
136659463030729,1416083275315388,Directed,14624,,,1.0
136659463030729,309133815849921,Directed,14625,,,1.0
136659463030729,528582947162730,Directed,14626,,,1.0
136659463030729,200526726682876,Directed,14627,,,1.0
136659463030729,334124272964,Directed,14628,,,1.0
136659463030729,128538028026,Directed,14629,,,1.0
136659463030729,103186519776277,Directed,14630,,,1.0
136659463030729,464494376914217,Directed,14631,,,1.0
136659463030729,454069384605854,Directed,14632,,,1.0
136659463030729,314118331960700,Directed,14633,,,1.0
136659463030729,150458721659574,Directed,14634,,,1.0
136659463030729,210703745629002,Directed,14635,,,1.0
136659463030729,281979475252745,Directed,14636,,,1.0
136659463030729,476781909129475,Directed,14637,,,1.0
136659463030729,176649959135045,Directed,14638,,,1.0
136659463030729,357471934375146,Directed,14639,,,1.0
136659463030729,266236683425193,Directed,14640,,,1.0
136659463030729,424654781032805,Directed,14641,,,1.0
136659463030729,135903749818038,Directed,14642,,,1.0
136659463030729,47427598263,Directed,14643,,,1.0
136659463030729,237031732983304,Directed,14644,,,1.0
136659463030729,603688202996603,Directed,14645,,,1.0
136659463030729,638801536176400,Directed,14646,,,1.0
136659463030729,150440638303234,Directed,14647,,,1.0
136659463030729,641285679248839,Directed,14648,,,1.0
136659463030729,291379050963608,Directed,14649,,,1.0
136659463030729,439541762799011,Directed,14650,,,1.0
136659463030729,955171077842846,Directed,14651,,,1.0
136659463030729,182741658427358,Directed,14652,,,1.0
136659463030729,450276288380149,Directed,14653,,,1.0
136659463030729,1492296307725446,Directed,14654,,,1.0
136659463030729,6191007822,Directed,14655,,,1.0
136659463030729,374809010319,Directed,14656,,,1.0
136659463030729,174750465922802,Directed,14657,,,1.0
136659463030729,270577976380974,Directed,14658,,,1.0
136659463030729,371120078600,Directed,14659,,,1.0
136659463030729,309849335755951,Directed,14660,,,1.0
136659463030729,449881680467,Directed,14661,,,1.0
136659463030729,263391853700567,Directed,14662,,,1.0
136659463030729,164814586897879,Directed,14663,,,1.0
136659463030729,198686230002,Directed,14664,,,1.0
136659463030729,457934517637126,Directed,14665,,,1.0
136659463030729,105090206230520,Directed,14666,,,1.0
136659463030729,577811938978337,Directed,14667,,,1.0
136659463030729,121719127903312,Directed,14668,,,1.0
136659463030729,277235069114536,Directed,14669,,,1.0
136659463030729,307764165930197,Directed,14670,,,1.0
136659463030729,255646367839313,Directed,14671,,,1.0
136659463030729,366793718674,Directed,14672,,,1.0
136659463030729,192146734187983,Directed,14673,,,1.0
136659463030729,189750186397,Directed,14674,,,1.0
136659463030729,413076465393156,Directed,14675,,,1.0
136659463030729,228207200559813,Directed,14676,,,1.0
136659463030729,288469724526795,Directed,14677,,,1.0
136659463030729,63317898464,Directed,14678,,,1.0
136659463030729,211695482271212,Directed,14679,,,1.0
136659463030729,155636824499047,Directed,14680,,,1.0
136659463030729,158807670824503,Directed,14681,,,1.0
136659463030729,130720146953029,Directed,14682,,,1.0
136659463030729,243632385677295,Directed,14683,,,1.0
136659463030729,99158093147,Directed,14684,,,1.0
136659463030729,184173005091726,Directed,14685,,,1.0
136659463030729,236856329721874,Directed,14686,,,1.0
136659463030729,226380994085115,Directed,14687,,,1.0
136659463030729,182418898478863,Directed,14688,,,1.0
136659463030729,1408474549421296,Directed,14689,,,1.0
136659463030729,475086695836443,Directed,14690,,,1.0
136659463030729,455822871116111,Directed,14691,,,1.0
136659463030729,1457182657834538,Directed,14692,,,1.0
136659463030729,425425190912249,Directed,14693,,,1.0
136659463030729,1404150473144190,Directed,14694,,,1.0
136659463030729,257820684262047,Directed,14695,,,1.0
136659463030729,128999837130141,Directed,14696,,,1.0
136659463030729,241867085852973,Directed,14697,,,1.0
136659463030729,189164857768163,Directed,14698,,,1.0
136659463030729,176629862359769,Directed,14699,,,1.0
136659463030729,143997622303600,Directed,14700,,,1.0
136659463030729,125093354214792,Directed,14701,,,1.0
136659463030729,187799604588563,Directed,14702,,,1.0
136659463030729,220090704722283,Directed,14703,,,1.0
136659463030729,104505619590204,Directed,14704,,,1.0
136659463030729,111658075531636,Directed,14705,,,1.0
136659463030729,402340073123304,Directed,14706,,,1.0
136659463030729,10423517786,Directed,14707,,,1.0
136659463030729,34767149008,Directed,14708,,,1.0
136659463030729,402855271254,Directed,14709,,,1.0
136659463030729,186127108073632,Directed,14710,,,1.0
136659463030729,121675456877,Directed,14711,,,1.0
136659463030729,185297444827402,Directed,14712,,,1.0
136659463030729,153393428030628,Directed,14713,,,1.0
136659463030729,229403930403415,Directed,14714,,,1.0
136659463030729,100127766743928,Directed,14715,,,1.0
136659463030729,116128438462886,Directed,14716,,,1.0
136659463030729,99637407410,Directed,14717,,,1.0
136659463030729,174773729251011,Directed,14718,,,1.0
136659463030729,133711430042308,Directed,14719,,,1.0
136659463030729,125874504101787,Directed,14720,,,1.0
136659463030729,118487074917801,Directed,14721,,,1.0
136659463030729,201773826513268,Directed,14722,,,1.0
136659463030729,221722941208481,Directed,14723,,,1.0
136659463030729,184846378200248,Directed,14724,,,1.0
136659463030729,197641420303651,Directed,14725,,,1.0
136659463030729,38086600355,Directed,14726,,,1.0
136659463030729,123839010988400,Directed,14727,,,1.0
136659463030729,95793561794,Directed,14728,,,1.0
136659463030729,105576596192425,Directed,14729,,,1.0
136659463030729,107610032601862,Directed,14730,,,1.0
136659463030729,106399362728887,Directed,14731,,,1.0
136659463030729,132702043423272,Directed,14732,,,1.0
136659463030729,108486229199084,Directed,14733,,,1.0
136659463030729,227574363967060,Directed,14734,,,1.0
136659463030729,105504049483087,Directed,14735,,,1.0
136659463030729,193077077382215,Directed,14736,,,1.0
136659463030729,125812010789588,Directed,14737,,,1.0
136659463030729,106986779348912,Directed,14738,,,1.0
136659463030729,125696091498,Directed,14739,,,1.0
136659463030729,203354723030667,Directed,14740,,,1.0
136659463030729,148354145222226,Directed,14741,,,1.0
136659463030729,112432842116375,Directed,14742,,,1.0
136659463030729,113593505339418,Directed,14743,,,1.0
136659463030729,127128043964568,Directed,14744,,,1.0
136659463030729,201926096506214,Directed,14745,,,1.0
136659463030729,173626169395004,Directed,14746,,,1.0
136659463030729,297984280216179,Directed,14747,,,1.0
136659463030729,195914850440307,Directed,14748,,,1.0
136659463030729,157797730980547,Directed,14749,,,1.0
136659463030729,302200872323,Directed,14750,,,1.0
136659463030729,211886775494873,Directed,14751,,,1.0
136659463030729,162633327121653,Directed,14752,,,1.0
136659463030729,164510704570,Directed,14753,,,1.0
136659463030729,110767978989316,Directed,14754,,,1.0
136659463030729,401892443162647,Directed,14755,,,1.0
136659463030729,254469721279813,Directed,14756,,,1.0
136659463030729,167360828952,Directed,14757,,,1.0
136659463030729,205879976105633,Directed,14758,,,1.0
136659463030729,203999956301716,Directed,14759,,,1.0
136659463030729,289342311107643,Directed,14760,,,1.0
136659463030729,198405580252660,Directed,14761,,,1.0
136659463030729,226130625557,Directed,14762,,,1.0
136659463030729,181200461932644,Directed,14763,,,1.0
136659463030729,136086673179064,Directed,14764,,,1.0
136659463030729,211219822244084,Directed,14765,,,1.0
136659463030729,228624677163982,Directed,14766,,,1.0
136659463030729,200726026647297,Directed,14767,,,1.0
136659463030729,208966514625,Directed,14768,,,1.0
136659463030729,113005665400371,Directed,14769,,,1.0
136659463030729,205095032857458,Directed,14770,,,1.0
136659463030729,116428048367423,Directed,14771,,,1.0
136659463030729,111699072182925,Directed,14772,,,1.0
136659463030729,101681289884296,Directed,14773,,,1.0
136659463030729,108120125888151,Directed,14774,,,1.0
136659463030729,104071846387866,Directed,14775,,,1.0
136659463030729,225867107444247,Directed,14776,,,1.0
136659463030729,287721521243692,Directed,14777,,,1.0
136659463030729,198825450222092,Directed,14778,,,1.0
136659463030729,125040634304653,Directed,14779,,,1.0
136659463030729,134647413266946,Directed,14780,,,1.0
136659463030729,168667939825585,Directed,14781,,,1.0
136659463030729,284675621550500,Directed,14782,,,1.0
136659463030729,108887129170883,Directed,14783,,,1.0
136659463030729,258226744254030,Directed,14784,,,1.0
136659463030729,156723591088579,Directed,14785,,,1.0
136659463030729,159411297001,Directed,14786,,,1.0
136659463030729,114770718535802,Directed,14787,,,1.0
136659463030729,160882843998603,Directed,14788,,,1.0
136659463030729,291981867486977,Directed,14789,,,1.0
136659463030729,270100112766,Directed,14790,,,1.0
136659463030729,195846430443118,Directed,14791,,,1.0
136659463030729,107067616058641,Directed,14792,,,1.0
136659463030729,142456715777578,Directed,14793,,,1.0
136659463030729,244854875637429,Directed,14794,,,1.0
136659463030729,80303969429,Directed,14795,,,1.0
136659463030729,284264064980768,Directed,14796,,,1.0
136659463030729,21466516537,Directed,14797,,,1.0
136659463030729,217355838296797,Directed,14798,,,1.0
136659463030729,169987599723738,Directed,14799,,,1.0
136659463030729,115169721851741,Directed,14800,,,1.0
136659463030729,104720489592134,Directed,14801,,,1.0
136659463030729,124283100972683,Directed,14802,,,1.0
136659463030729,134788739899273,Directed,14803,,,1.0
136659463030729,116718868416646,Directed,14804,,,1.0
136659463030729,220930504606722,Directed,14805,,,1.0
136659463030729,96599902887,Directed,14806,,,1.0
136659463030729,198899023476477,Directed,14807,,,1.0
136659463030729,156993291020256,Directed,14808,,,1.0
136659463030729,190437687666949,Directed,14809,,,1.0
136659463030729,108421625845506,Directed,14810,,,1.0
136659463030729,176684735737482,Directed,14811,,,1.0
136659463030729,138315759516785,Directed,14812,,,1.0
136659463030729,119221751453628,Directed,14813,,,1.0
136659463030729,169575423053814,Directed,14814,,,1.0
136659463030729,154070564639988,Directed,14815,,,1.0
136659463030729,178128582197141,Directed,14816,,,1.0
136659463030729,228298730528930,Directed,14817,,,1.0
136659463030729,115536151869534,Directed,14818,,,1.0
136659463030729,271546362860675,Directed,14819,,,1.0
136659463030729,214363211907911,Directed,14820,,,1.0
136659463030729,114325988648006,Directed,14821,,,1.0
136659463030729,682465328448639,Directed,14822,,,1.0
136659463030729,455753797769180,Directed,14823,,,1.0
136659463030729,61213649618,Directed,14824,,,1.0
136659463030729,213690588697417,Directed,14825,,,1.0
136659463030729,193036497390707,Directed,14826,,,1.0
136659463030729,165878254250,Directed,14827,,,1.0
136659463030729,141969316908,Directed,14828,,,1.0
136659463030729,252862098066707,Directed,14829,,,1.0
136659463030729,119677581444554,Directed,14830,,,1.0
136659463030729,33851262136,Directed,14831,,,1.0
136659463030729,356479139428,Directed,14832,,,1.0
136659463030729,126545974046623,Directed,14833,,,1.0
136659463030729,51491238316,Directed,14834,,,1.0
136659463030729,253590865334,Directed,14835,,,1.0
136659463030729,217922684955583,Directed,14836,,,1.0
136659463030729,283048951715725,Directed,14837,,,1.0
136659463030729,23200868598,Directed,14838,,,1.0
136659463030729,175457055829249,Directed,14839,,,1.0
136659463030729,110639758966172,Directed,14840,,,1.0
136659463030729,104164719620229,Directed,14841,,,1.0
136659463030729,112836955449317,Directed,14842,,,1.0
458456357677041,769908579803229,Directed,14843,,,1.0
458456357677041,1558153227735179,Directed,14844,,,1.0
458456357677041,499919753516786,Directed,14845,,,1.0
458456357677041,294803334020745,Directed,14846,,,1.0
458456357677041,1196751357016835,Directed,14847,,,1.0
458456357677041,493410147517310,Directed,14848,,,1.0
458456357677041,440875672783996,Directed,14849,,,1.0
458456357677041,511809105640996,Directed,14850,,,1.0
458456357677041,1708763109369885,Directed,14851,,,1.0
458456357677041,1807966969429367,Directed,14852,,,1.0
458456357677041,155082441188225,Directed,14853,,,1.0
458456357677041,551531888278131,Directed,14854,,,1.0
458456357677041,216271001891847,Directed,14855,,,1.0
458456357677041,136659463030729,Directed,14856,,,1.0
160968200582928,504000823023656,Directed,14857,,,1.0
160968200582928,61213649618,Directed,14858,,,1.0
160968200582928,317611562098,Directed,14859,,,1.0
160968200582928,108614982500363,Directed,14860,,,1.0
160968200582928,5941596308,Directed,14861,,,1.0
160968200582928,8245623462,Directed,14862,,,1.0
160968200582928,114998944652,Directed,14863,,,1.0
160968200582928,64637653943,Directed,14864,,,1.0
160968200582928,606165749411928,Directed,14865,,,1.0
119674301521593,160968200582928,Directed,14866,,,1.0
115103408384,153080620724,Directed,14867,,,1.0
115103408384,889307941125736,Directed,14868,,,1.0
115103408384,6815841748,Directed,14869,,,1.0
115103408384,103579463173632,Directed,14870,,,1.0
115103408384,85541918825,Directed,14871,,,1.0
115103408384,119089757137,Directed,14872,,,1.0
115103408384,555207734563075,Directed,14873,,,1.0
115103408384,457182761019904,Directed,14874,,,1.0
115103408384,273305282567,Directed,14875,,,1.0
115103408384,133059550071850,Directed,14876,,,1.0
115103408384,85974284179,Directed,14877,,,1.0
115103408384,134513599913154,Directed,14878,,,1.0
115103408384,370845909672873,Directed,14879,,,1.0
115103408384,37107394336,Directed,14880,,,1.0
115103408384,1608560736037676,Directed,14881,,,1.0
115103408384,233938476777494,Directed,14882,,,1.0
115103408384,85029477309,Directed,14883,,,1.0
115103408384,634196790008430,Directed,14884,,,1.0
115103408384,120681637970404,Directed,14885,,,1.0
573553349394917,1429952797252917,Directed,14886,,,1.0
573553349394917,1465512176995973,Directed,14887,,,1.0
573553349394917,135183929847547,Directed,14888,,,1.0
573553349394917,574745985895131,Directed,14889,,,1.0
229696957077165,125882314205347,Directed,14890,,,1.0
229696957077165,112836955449317,Directed,14891,,,1.0
229696957077165,236856329721874,Directed,14892,,,1.0
229696957077165,51491238316,Directed,14893,,,1.0
229696957077165,226380994085115,Directed,14894,,,1.0
229696957077165,270577976380974,Directed,14895,,,1.0
229696957077165,399924123364207,Directed,14896,,,1.0
229696957077165,208443525874068,Directed,14897,,,1.0
229696957077165,449881680467,Directed,14898,,,1.0
229696957077165,283048951715725,Directed,14899,,,1.0
229696957077165,119677581444554,Directed,14900,,,1.0
229696957077165,252862098066707,Directed,14901,,,1.0
229696957077165,263391853700567,Directed,14902,,,1.0
229696957077165,61213649618,Directed,14903,,,1.0
229696957077165,136659463030729,Directed,14904,,,1.0
229696957077165,33851262136,Directed,14905,,,1.0
229696957077165,34767149008,Directed,14906,,,1.0
682465328448639,349340077904,Directed,14907,,,1.0
682465328448639,153094742922,Directed,14908,,,1.0
682465328448639,152634594773984,Directed,14909,,,1.0
682465328448639,54013055680,Directed,14910,,,1.0
682465328448639,118278911605895,Directed,14911,,,1.0
682465328448639,164544906917917,Directed,14912,,,1.0
99158093147,33851262136,Directed,14913,,,1.0
99158093147,962871157132629,Directed,14914,,,1.0
99158093147,1180940688588533,Directed,14915,,,1.0
99158093147,835499856505167,Directed,14916,,,1.0
99158093147,379069212172034,Directed,14917,,,1.0
99158093147,1039144042778335,Directed,14918,,,1.0
99158093147,685385928188893,Directed,14919,,,1.0
99158093147,238793939581578,Directed,14920,,,1.0
99158093147,521217564646160,Directed,14921,,,1.0
99158093147,61924315868,Directed,14922,,,1.0
99158093147,303281789774539,Directed,14923,,,1.0
99158093147,212954698743331,Directed,14924,,,1.0
99158093147,413536228811881,Directed,14925,,,1.0
99158093147,111830938976193,Directed,14926,,,1.0
99158093147,1603123083234133,Directed,14927,,,1.0
99158093147,429037580558828,Directed,14928,,,1.0
99158093147,609568969079055,Directed,14929,,,1.0
99158093147,682533325200235,Directed,14930,,,1.0
99158093147,51491238316,Directed,14931,,,1.0
99158093147,205095032857458,Directed,14932,,,1.0
99158093147,261518774014039,Directed,14933,,,1.0
99158093147,329561050524014,Directed,14934,,,1.0
99158093147,703953479688672,Directed,14935,,,1.0
99158093147,439830979425230,Directed,14936,,,1.0
99158093147,122629161084065,Directed,14937,,,1.0
99158093147,171383626246822,Directed,14938,,,1.0
99158093147,551219178233451,Directed,14939,,,1.0
99158093147,165878254250,Directed,14940,,,1.0
99158093147,195138233950854,Directed,14941,,,1.0
99158093147,1416083275315388,Directed,14942,,,1.0
99158093147,349480068560421,Directed,14943,,,1.0
99158093147,139813224452,Directed,14944,,,1.0
99158093147,536833066343216,Directed,14945,,,1.0
99158093147,111384128873286,Directed,14946,,,1.0
99158093147,379083958839440,Directed,14947,,,1.0
99158093147,369012553207505,Directed,14948,,,1.0
99158093147,242228882573268,Directed,14949,,,1.0
99158093147,1549645445257743,Directed,14950,,,1.0
99158093147,178780105279,Directed,14951,,,1.0
99158093147,297056687125530,Directed,14952,,,1.0
99158093147,446695918701328,Directed,14953,,,1.0
99158093147,374005209384371,Directed,14954,,,1.0
99158093147,1471804949720754,Directed,14955,,,1.0
99158093147,107367862686045,Directed,14956,,,1.0
99158093147,342684702491405,Directed,14957,,,1.0
99158093147,67637129817,Directed,14958,,,1.0
99158093147,148964871798895,Directed,14959,,,1.0
99158093147,110248232338012,Directed,14960,,,1.0
99158093147,367121743359137,Directed,14961,,,1.0
99158093147,147398806039,Directed,14962,,,1.0
99158093147,273124065314,Directed,14963,,,1.0
99158093147,117133158327433,Directed,14964,,,1.0
99158093147,240195336721,Directed,14965,,,1.0
99158093147,228298730528930,Directed,14966,,,1.0
99158093147,100687516669879,Directed,14967,,,1.0
99158093147,181200461932644,Directed,14968,,,1.0
99158093147,179496162109462,Directed,14969,,,1.0
99158093147,185286104921004,Directed,14970,,,1.0
99158093147,498567766883413,Directed,14971,,,1.0
99158093147,295567597245424,Directed,14972,,,1.0
99158093147,401892443162647,Directed,14973,,,1.0
99158093147,144550658961994,Directed,14974,,,1.0
99158093147,399495313222,Directed,14975,,,1.0
99158093147,222825794530670,Directed,14976,,,1.0
99158093147,127128043964568,Directed,14977,,,1.0
99158093147,131104023700342,Directed,14978,,,1.0
99158093147,176649959135045,Directed,14979,,,1.0
99158093147,449881680467,Directed,14980,,,1.0
99158093147,136659463030729,Directed,14981,,,1.0
99158093147,1422095664672714,Directed,14982,,,1.0
99158093147,214121478727262,Directed,14983,,,1.0
99158093147,175457055829249,Directed,14984,,,1.0
99158093147,313213878261,Directed,14985,,,1.0
99158093147,159411297001,Directed,14986,,,1.0
99158093147,106341799403090,Directed,14987,,,1.0
99158093147,203999956301716,Directed,14988,,,1.0
99158093147,135299372719,Directed,14989,,,1.0
99158093147,195923199514,Directed,14990,,,1.0
99158093147,105090206230520,Directed,14991,,,1.0
99158093147,226130625557,Directed,14992,,,1.0
99158093147,136086673179064,Directed,14993,,,1.0
99158093147,196247840517944,Directed,14994,,,1.0
99158093147,226380994085115,Directed,14995,,,1.0
99158093147,193077077382215,Directed,14996,,,1.0
99158093147,61213649618,Directed,14997,,,1.0
99158093147,357471934375146,Directed,14998,,,1.0
99158093147,110767978989316,Directed,14999,,,1.0
99158093147,241867085852973,Directed,15000,,,1.0
99158093147,129350340416369,Directed,15001,,,1.0
99158093147,215058178700471,Directed,15002,,,1.0
99158093147,208091622719718,Directed,15003,,,1.0
99158093147,222519024580930,Directed,15004,,,1.0
99158093147,198875903295,Directed,15005,,,1.0
99158093147,457934517637126,Directed,15006,,,1.0
99158093147,553005884715312,Directed,15007,,,1.0
99158093147,34767149008,Directed,15008,,,1.0
99158093147,112836955449317,Directed,15009,,,1.0
99158093147,283048951715725,Directed,15010,,,1.0
99158093147,135903749818038,Directed,15011,,,1.0
205095032857458,273807309490435,Directed,15012,,,1.0
205095032857458,112049495511905,Directed,15013,,,1.0
205095032857458,1503097243293238,Directed,15014,,,1.0
205095032857458,109623029147016,Directed,15015,,,1.0
205095032857458,193653937389211,Directed,15016,,,1.0
205095032857458,168667939825585,Directed,15017,,,1.0
205095032857458,126533127390327,Directed,15018,,,1.0
205095032857458,1515711045329877,Directed,15019,,,1.0
205095032857458,1543745679180560,Directed,15020,,,1.0
