id,label,timeset,fan_count,category,username,users_can_post,link,post_activity,talking_about_count
37107394336,Enrique Peña Nieto,,4902347,Public Figure,EnriquePN,no,https://www.facebook.com/EnriquePN/,0.14,282086
1608560736037676,Periódicos Asociados en Red,,334,Media/News/Publishing,AgenciaPAR,yes,https://www.facebook.com/AgenciaPAR/,0.01,0
233938476777494,"Paginas y Nombres ""verificados""",,1916,Internet/Software,verifiednames,yes,https://www.facebook.com/verifiednames/,0.01,5
85029477309,Gente Bien Jalisco,,160328,Magazine,GenteBienJal,yes,https://www.facebook.com/GenteBienJal/,0.3,2545
634196790008430,Círculo Informador,,42483,Product/Service,circuloinformador,yes,https://www.facebook.com/circuloinformador/,0.21,3216
120681637970404,Informatel,,853,Media/News/Publishing,informatel,yes,https://www.facebook.com/informatel/,0.08,74
1429952797252917,Noticias México al Día,,7088,TV Show,Noticias.MexicoalDia,no,https://www.facebook.com/Noticias.MexicoalDia/,1.07,340
1465512176995973,Capital Jalisco,,19513,Media/News/Publishing,CapitalJalisco,yes,https://www.facebook.com/CapitalJalisco/,0.58,97
135183929847547,Comité Olímpico Mexicano,,182293,Non-Profit Organization,ComiteOlimpicoMexicano,yes,https://www.facebook.com/ComiteOlimpicoMexicano/,0.12,5482
574745985895131,Federación Mexicana de Vela,,2767,Community,femvela,no,https://www.facebook.com/femvela/,0.02,5
125882314205347,APAC Colima.,,1469,School,,yes,https://www.facebook.com/APAC-Colima-125882314205347/,0.0,8
399924123364207,Crececamp Colima,,730,Non-Governmental Organization (NGO),crececamp,yes,https://www.facebook.com/crececamp/,0.0,2
208443525874068,Centro de Idiomas Tec de Monterrey - Colima,,2092,Entrepreneur,centrodeidiomastecdemonterreycolima,yes,https://www.facebook.com/centrodeidiomastecdemonterreycolima/,0.01,8
349340077904,TEPJF,,26149,Government Organization,TEPJF,no,https://www.facebook.com/TEPJF/,0.19,2357
153094742922,Revista Proceso,,4187405,Media/News/Publishing,revistaproceso,no,https://www.facebook.com/revistaproceso/,2.28,412676
152634594773984,El Universal Distrito Federal,,127994,Media/News/Publishing,eluniversaldf,yes,https://www.facebook.com/eluniversaldf/,0.06,185
54013055680,El Universal Online,,3116157,Media/News/Publishing,ElUniversalOnline,no,https://www.facebook.com/ElUniversalOnline/,3.23,692736
118278911605895,Derecho Internacional,,5267,Education,dipublico,yes,https://www.facebook.com/dipublico/,0.02,5
164544906917917,Coneval,,11331,Government Organization,Coneval,no,https://www.facebook.com/Coneval/,0.03,375
962871157132629,Octavio Díaz Barriga,,1127,Teacher,octaviodiazb,yes,https://www.facebook.com/octaviodiazb/,0.01,4
1180940688588533,Robot Combat,,131,Company,robot.combat.mrl,yes,https://www.facebook.com/robot.combat.mrl/,0.0,4
835499856505167,Premio Alma Máter,,318,Education,PremioAlmaMater,yes,https://www.facebook.com/PremioAlmaMater/,0.06,116
379069212172034,Prepa Tec Campus Morelia,,2783,Education,PrepaTecMorelia,yes,https://www.facebook.com/PrepaTecMorelia/,0.03,18
1039144042778335,Centro de Vida y Carrera,,29,Community,cvcMorelia,no,https://www.facebook.com/cvcMorelia/,0.01,2
685385928188893,Servicio Social ITESM Morelia,,214,Community Organization,ITESMMorelia.FS,yes,https://www.facebook.com/ITESMMorelia.FS/,0.01,2
238793939581578,Centro de Idiomas Morelia,,734,Education,cidiomasMRL,yes,https://www.facebook.com/cidiomasMRL/,0.0,3
